"MLog","RescueDate","RescuePerDay","Gear","GearDesc","EntLoc","CreateBy","CreateDate","UpdateBy","UpdateDate"
658,2001-03-02 00:00:00.000,1,CrFl,,around tail,tpitchford,2001-04-04 00:00:00.000,D,2009-07-09 10:09:34.340
658,2007-05-30 00:00:00.000,1,Fl,,Tail,ccarpenter,2007-05-30 00:00:00.000,D,2009-07-09 10:09:34.340
664,2002-07-31 00:00:00.000,1,Crab,,"flipper, right",dmurphy,2003-01-27 00:00:00.000,D,2009-07-09 10:09:34.340
664,2002-07-31 00:00:00.000,1,Rope,,"Flipper, right",dmurphy,2003-01-27 00:00:00.000,D,2009-07-09 10:09:34.340
665,2002-11-22 00:00:00.000,1,Ing,FISH HOOK AND MONOFILAMNENT,Unknown,dmurphy,2003-01-27 00:00:00.000,nadimey,2011-09-27 10:53:41.027
671,2003-03-07 00:00:00.000,1,Fl,,Right Pectoral Flipper (amputated),rrunnells,2003-03-11 00:00:00.000,D,2009-07-09 10:09:34.340
672,2003-09-13 00:00:00.000,1,Fl,,around fluke,dszemer,2004-01-23 00:00:00.000,D,2009-07-09 10:09:34.340
673,2003-10-29 00:00:00.000,1,CrFl,,"V3993 wrapped around peduncle, V963 around V3993",dszemer,2004-01-23 00:00:00.000,D,2009-07-09 10:09:34.340
674,2004-05-06 00:00:00.000,1,Mono,,Unknown,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 10:09:34.340
675,2004-06-29 00:00:00.000,1,Fl,,Unknown,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 10:09:34.340
679,2005-02-22 00:00:00.000,1,Rope,,left flipper,unk,2005-02-22 00:00:00.000,D,2009-07-09 10:09:34.340
681,2005-09-09 00:00:00.000,1,Crab,,flipper,unk,2005-09-09 00:00:00.000,D,2009-07-09 10:09:34.340
685,2006-04-23 00:00:00.000,1,Crab,,peduncle,dszemer,2006-04-23 00:00:00.000,D,2009-07-09 10:09:34.340
686,2006-06-30 00:00:00.000,1,Crab,,right flipper,dszemer,2006-06-30 00:00:00.000,D,2009-07-09 10:09:34.340
688,2006-09-18 00:00:00.000,1,Oth,Unknown,Unknown,dszemer,2006-09-18 00:00:00.000,D,2009-07-09 10:09:34.340
689,2006-10-05 00:00:00.000,1,Rope,,left flipper,dszemer,2006-10-27 00:00:00.000,D,2009-07-09 10:09:34.340
692,2001-03-03 00:00:00.000,1,Rope,,Right pectoral fin,pcook,2001-03-06 00:00:00.000,D,2009-07-09 10:09:34.340
697,2001-03-30 00:00:00.000,1,Mono,,"Embedded on right flipper, ~5cm",pcook,2001-04-05 00:00:00.000,D,2009-07-09 10:09:34.340
699,2001-08-24 00:00:00.000,1,Mono,,Left Pectoral Fin embedded with mono,pcook,2001-08-25 00:00:00.000,D,2009-07-09 10:09:34.340
699,2003-03-04 00:00:00.000,1,Mono,,left flipper,unk,2003-03-04 00:00:00.000,D,2009-07-09 10:09:34.340
702,2001-11-30 00:00:00.000,1,Mono,,"right flipper, superficial",unk,2001-11-30 00:00:00.000,D,2009-07-09 10:09:34.340
702,2007-08-08 00:00:00.000,1,Mono,,Left flipper,chudak,2007-08-08 00:00:00.000,dszemer,2010-12-07 11:19:46.573
707,2003-02-03 00:00:00.000,1,Rope,,Unknown,unk,2003-02-03 00:00:00.000,D,2009-07-09 10:09:34.340
729,2005-07-13 00:00:00.000,1,Mono,,right flipper,chudak,2005-07-15 00:00:00.000,dszemer,2011-09-27 14:30:57.730
730,2005-10-28 00:00:00.000,1,Mono,,left flipper,unk,2005-10-28 00:00:00.000,D,2009-07-09 10:09:34.340
732,2006-01-20 00:00:00.000,1,Rope,,Line wrapped around right flipper,bwagoner,2006-02-05 00:00:00.000,D,2009-07-09 10:09:34.340
734,2006-04-06 00:00:00.000,1,Mono,,Calf's left flipper,bwagoner,2006-04-12 00:00:00.000,D,2009-07-09 10:09:34.340
735,2006-04-19 00:00:00.000,1,Mono,,Left flipper approximately 5cm from the body.,wgodwin,2006-10-23 00:00:00.000,D,2009-07-09 10:09:34.340
743,2001-01-29 00:00:00.000,1,Fl,,wrapped around manatee tag twice ,mbarlas,2001-02-04 00:00:00.000,D,2009-07-09 10:09:34.340
751,2001-05-31 00:00:00.000,1,Oth,Canal Marker,unknown,lkeith,2001-06-02 00:00:00.000,D,2009-07-09 10:09:34.340
752,2001-09-30 00:00:00.000,1,Oth,silt construction fencing,"around fluke and body, nylon rope  around peduncl",lkeith,2001-09-30 00:00:00.000,D,2009-07-09 10:09:34.340
752,2001-09-30 00:00:00.000,1,Rope,,"around fluke and body, nylon rope  around peduncl",lkeith,2001-09-30 00:00:00.000,D,2009-07-09 10:09:34.340
757,2001-11-14 00:00:00.000,1,Oth,Unknown,right flipper,dmurphy,2001-11-14 00:00:00.000,D,2009-07-09 10:09:34.340
763,2002-03-31 00:00:00.000,1,Rope,,Unknown,dmurphy,2002-03-31 00:00:00.000,D,2009-07-09 10:09:34.340
766,2002-11-24 00:00:00.000,1,CrFl,,"Ant. body behind head, proximal left flipper",mfoley,2002-11-21 00:00:00.000,nadimey,2011-09-27 11:00:31.140
785,2003-07-17 00:00:00.000,1,CrFl,,"around dorsum, behind left pec, around right pec ",mbarlas,2003-07-17 00:00:00.000,nadimey,2011-09-27 11:01:20.027
786,2003-09-11 00:00:00.000,1,Fl,,"right and left pec, across dorsal side",vedmonds,2003-09-25 00:00:00.000,nadimey,2011-09-27 11:04:11.337
788,2003-09-25 00:00:00.000,1,CrFl,,twice around left flipper,unk,2003-09-25 00:00:00.000,nadimey,2011-09-27 11:04:55.727
798,2004-07-13 00:00:00.000,1,CrFl,,left pectoral flipper,vedmonds,2004-08-08 00:00:00.000,D,2009-07-09 10:09:34.340
800,2004-08-30 00:00:00.000,1,Crab,,Unknown,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 10:09:34.340
802,2004-10-22 00:00:00.000,1,Crab,,Unknown,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 10:09:34.340
814,2005-06-25 00:00:00.000,1,CrFl,,Mid-right flipper,mgood,2005-06-25 00:00:00.000,nadimey,2011-09-27 11:21:28.500
816,2005-08-12 00:00:00.000,1,Rope,,Left flipper near axilla,dgrant,2005-08-11 00:00:00.000,D,2009-07-09 10:09:34.340
825,2006-04-04 00:00:00.000,1,Rope,,Peduncle,mgood,2006-04-04 00:00:00.000,D,2009-07-09 10:09:34.340
833,2004-05-07 00:00:00.000,1,Crab,,Left pectoral,slehr,2004-05-13 00:00:00.000,D,2009-07-09 10:09:34.340
834,2004-11-30 00:00:00.000,1,Crab,,Unknown,nadimey,2004-12-31 00:00:00.000,D,2009-07-09 10:09:34.340
835,2007-09-12 00:00:00.000,1,Oth,braided nylon,Tracking transmitter and tether,aspellman,2007-09-11 00:00:00.000,dszemer,2011-09-27 14:26:35.407
835,2008-02-01 00:00:00.000,1,Oth,Telemety gear entangled in vegetation barrier at entrance to Blue Springs State Park ,belt/tether/peduncle,aspellman,2008-02-01 00:00:00.000,dszemer,2011-09-27 14:27:54.447
835,2016-11-17 00:00:00.000,1,Mono,"",both flippers,dszemer,2016-11-29 11:20:41.160,D,2016-11-29 11:20:41.160
835,2019-12-16 00:00:00.000,1,Mono,mass of various monofilament types and sinkers,Left pectoral flipper,ngordon,2020-04-20 15:00:12.827,D,2020-04-20 15:00:12.827
835,2020-02-24 00:00:00.000,1,Mono,multiple different lines of monofilament,pectoral flippers,lbraso,2020-02-25 07:30:22.907,D,2020-02-25 07:30:22.907
850,2005-07-30 00:00:00.000,1,Rope,,Wrapped around right pect,bwagoner,2005-08-04 00:00:00.000,D,2009-07-09 10:09:34.340
889,2004-05-22 00:00:00.000,1,Fl,,left flipper,bwagoner,2004-12-31 00:00:00.000,nadimey,2011-09-27 15:30:50.077
889,2004-05-22 00:00:00.000,1,Mono,"",right flipper,nadimey,2011-09-27 15:29:59.067,D,2011-09-27 15:29:59.067
891,2008-07-30 00:00:00.000,1,CrFl,,both pectoral flippers and twice around body,dszemer,2008-08-20 00:00:00.000,D,2009-07-09 10:09:34.340
893,2007-04-06 00:00:00.000,1,Rope,,Right Pectoral flipper,aspellman,2007-04-30 00:00:00.000,D,2009-07-09 10:09:34.340
895,2007-06-16 00:00:00.000,1,CrFl,,left flipper,aspellman,2007-05-18 00:00:00.000,D,2009-07-09 10:09:34.340
899,2007-05-18 00:00:00.000,1,Crab,,Unknown,dgrant,2007-05-18 00:00:00.000,D,2009-07-09 10:09:34.340
900,2007-07-18 00:00:00.000,1,Mono,,Unable to determine,aspellman,2007-07-18 00:00:00.000,D,2009-07-09 10:09:34.340
900,2007-07-18 00:00:00.000,1,Net,,Unable to determine,aspellman,2007-07-18 00:00:00.000,D,2009-07-09 10:09:34.340
902,2008-01-17 00:00:00.000,1,Mono,,flippers and body,chudak,2008-01-24 00:00:00.000,D,2009-07-09 10:09:34.340
903,2007-06-06 00:00:00.000,1,Oth,anchor line/mooring line,peduncle,aspellman,2007-06-06 00:00:00.000,D,2009-07-09 10:09:34.340
912,2007-02-08 00:00:00.000,1,Rope,"yellow, braided, nylon rope",right flipper,chudak,2007-02-08 00:00:00.000,nadimey,2012-02-01 13:52:51.437
913,2007-02-10 00:00:00.000,1,Mono,,right flipper,chudak,2007-02-12 00:00:00.000,D,2009-07-09 10:09:34.340
914,2007-07-18 00:00:00.000,1,CrFl,,Left flipper,ccarpenter,2007-07-18 00:00:00.000,D,2009-07-09 10:09:34.340
919,2007-04-29 00:00:00.000,1,Crab,,Unknown,dszemer,2007-04-29 00:00:00.000,D,2009-07-09 10:09:34.340
921,2007-05-18 00:00:00.000,1,CrFl,,Left Flipper,aspellman,2007-05-18 00:00:00.000,D,2009-07-09 10:09:34.340
922,2007-05-24 00:00:00.000,1,Rope,,Right flipper,aspellman,2007-05-24 00:00:00.000,D,2009-07-09 10:09:34.340
931,2007-09-12 00:00:00.000,1,CrFl,,right flipper/eventually body and both flippers,dszemer,2007-09-21 00:00:00.000,D,2009-07-09 10:09:34.340
939,2007-07-05 00:00:00.000,1,CrFl,,right flipper & body-cranial to flippers.,dszemer,2007-11-01 00:00:00.000,D,2009-07-09 10:09:34.340
940,2007-11-08 00:00:00.000,1,Oth,Plastic packing straps wi,Mid-dorsal region,chudak,2007-11-15 00:00:00.000,D,2009-07-09 10:09:34.340
950,2007-07-15 00:00:00.000,1,CrFl,,right flipper,dszemer,2007-12-14 00:00:00.000,D,2009-07-09 10:09:34.340
952,2008-02-01 00:00:00.000,1,Rope,,Tail and flipper,jcassady,2008-02-11 00:00:00.000,D,2009-07-09 10:09:34.340
958,2008-04-30 00:00:00.000,1,Crab,,Right flipper,rberger,2008-04-29 00:00:00.000,D,2009-07-09 10:09:34.340
959,2008-05-11 00:00:00.000,1,CrFl,,around peduncle,dszemer,2008-05-21 00:00:00.000,D,2009-07-09 10:09:34.340
960,2008-05-11 00:00:00.000,1,Fl,,left flipper,dszemer,2008-05-21 00:00:00.000,D,2009-07-09 10:09:34.340
961,2008-04-22 00:00:00.000,1,Oth,Turtle research net,around body,aspellman,2008-04-22 00:00:00.000,nadimey,2012-02-01 13:52:01.613
963,2007-10-26 00:00:00.000,1,Fl,,both pecs and across back,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 10:09:34.340
971,2008-02-25 00:00:00.000,1,Mono,,Both flippers,chudak,2008-02-28 00:00:00.000,D,2009-07-09 10:09:34.340
979,2008-05-09 00:00:00.000,1,Fl,,through tail,aspellman,2008-05-09 00:00:00.000,D,2009-07-09 10:09:34.340
982,2008-05-20 00:00:00.000,1,Crab,,Around right flipper,rberger,2008-05-20 00:00:00.000,D,2009-07-09 10:09:34.340
983,2008-04-22 00:00:00.000,1,Crab,,peduncle,nadimey,2008-04-22 00:00:00.000,D,2009-07-09 10:09:34.340
984,2008-01-22 00:00:00.000,1,Rope,,wrapped around pec,nadimey,2008-01-22 00:00:00.000,D,2009-07-09 10:09:34.340
985,2008-02-01 00:00:00.000,1,Crab,,wrapped around pec,nadimey,2008-02-01 00:00:00.000,D,2009-07-09 10:09:34.340
987,2009-03-11 00:00:00.000,1,Oth,Turtle research net,around body,nadimey,2009-03-11 00:00:00.000,nadimey,2012-02-01 13:51:15.463
988,2009-03-11 00:00:00.000,1,Oth,Turtle research net,around flipper,nadimey,2009-03-11 00:00:00.000,nadimey,2012-02-01 13:41:47.410
992,2008-08-08 00:00:00.000,1,CrFl,,left pectoral flipper,vedmonds,2008-11-05 00:00:00.000,dszemer,2013-09-25 11:05:57.680
1007,2008-06-05 00:00:00.000,1,CrFl,,axillae region and left and right flippers,vedmonds,2008-06-18 00:00:00.000,D,2009-07-09 10:09:34.340
1013,2008-06-15 00:00:00.000,1,Fl,,peduncle,dszemer,2008-06-19 00:00:00.000,D,2009-07-09 10:09:34.340
1017,2008-06-26 00:00:00.000,1,CrFl,,Wrapped twice around the animal's left flipper,rberger,2008-06-26 00:00:00.000,D,2009-07-09 10:09:34.340
1021,2008-05-14 00:00:00.000,1,CrFl,,peduncle,dboyd,2008-05-14 00:00:00.000,D,2009-07-09 10:09:34.340
1022,2008-05-03 00:00:00.000,1,Net,Tangle net,head and one flipper,dboyd,2008-05-15 00:00:00.000,nadimey,2012-02-01 13:50:43.463
1061,2009-06-17 00:00:00.000,1,Mono,"",right flipper,csandersre,2009-08-11 16:49:20.233,D,2009-08-11 16:49:20.233
1061,2009-06-18 00:00:00.000,1,Mono,single strand of fishing line wrapped around the flipper,right flipper,chudak,2009-08-27 15:15:02.933,D,2009-08-27 15:15:02.933
1061,2009-07-31 00:00:00.000,1,Mono,single strand fishing line,right flipper,chudak,2009-08-27 15:06:46.333,D,2009-08-27 15:06:46.333
1062,2009-06-04 00:00:00.000,1,Crab,"",left flipper,csandersre,2009-08-11 18:45:01.263,D,2009-08-11 18:45:01.263
1064,2009-05-08 00:00:00.000,1,Mono,"",right flipper,csandersre,2009-08-11 18:54:11.733,D,2009-08-11 18:54:11.733
1066,2009-04-29 00:00:00.000,1,Mono,"",left flipper,csandersre,2009-08-11 19:24:36.937,D,2009-08-11 19:24:36.937
1070,2009-03-04 00:00:00.000,1,FH,"",upper right lip,csandersre,2009-08-14 10:49:34.550,D,2009-08-14 10:49:34.550
1070,2009-03-04 00:00:00.000,1,Mono,"",upper right lip,csandersre,2009-08-12 15:52:19.680,D,2009-08-12 15:52:19.680
1073,2009-03-20 00:00:00.000,1,CrFl,test,Left pectoral and around body,jkleen,2010-01-27 14:17:46.547,dszemer,2010-01-30 10:54:59.263
1073,2009-03-20 00:00:00.000,2,CrFl,V-2822 Pink,Left flipper,csandersre,2009-08-12 16:22:55.553,D,2009-08-12 16:22:55.553
1079,2003-12-11 00:00:00.000,1,CrFl,two bouys and metal square of crab trap,Right flipper,dszemer,2009-08-27 10:55:44.820,D,2009-08-27 10:55:44.820
1080,2009-08-02 00:00:00.000,1,Fl,polyprop/Nylon line,Left Pectoral Flipper,slehr,2009-08-27 14:54:08.650,D,2009-08-27 14:54:08.650
1084,2009-06-26 00:00:00.000,1,Mono, Monofilament ,"On left pectoral flipper, mid humerus, not embedded",nadimey,2012-10-31 10:44:08.090,D,2012-10-31 10:44:08.090
1085,2009-07-12 00:00:00.000,1,FH,"",tail,nadimey,2009-08-27 15:30:27.930,D,2009-08-27 15:30:27.930
1085,2009-07-12 00:00:00.000,1,Mono,"nest of monofilament, superfically around tail",tail,nadimey,2009-08-27 15:30:06.130,D,2009-08-27 15:30:06.130
1086,2009-08-11 00:00:00.000,1,Oth,"Trot line, nylon braided line",Over the dorsum and wrapped around a flipper,jcassady,2009-08-27 15:49:47.240,D,2009-08-27 15:49:47.240
1090,2009-05-11 00:00:00.000,1,CrFl,two bouys and two crab pots,around the peduncle,dszemer,2009-08-28 14:00:22.387,D,2009-08-28 14:00:22.387
1097,2009-08-03 00:00:00.000,1,Net,independent fih monitoring study,around animal,nadimey,2010-06-15 14:40:57.200,D,2010-06-15 14:40:57.200
1100,2009-09-17 00:00:00.000,1,Fl,"5' 3/8 inch float line with whit bouy attached",both flippers and across back,slehr,2009-09-20 15:13:31.410,D,2009-09-20 15:13:31.410
1102,2009-09-11 00:00:00.000,1,Net,FIM 600ft seine net,Unclear whether animal was actually entangled but crew lifted net to let it out,aspellman,2009-09-23 16:17:15.437,D,2009-09-23 16:17:15.437
1111,2009-11-02 00:00:00.000,1,Net,Monofilament cast net.,"Head, neck and back",jcassady,2009-11-07 14:05:32.910,D,2009-11-07 14:05:32.910
1114,2009-10-28 00:00:00.000,1,Oth,"20"" bike tire around body of animal",around body of animal,nadimey,2010-06-15 13:47:32.483,D,2010-06-15 13:47:32.483
1117,2009-12-15 00:00:00.000,1,CrFl," 
Pot Status:  Active
Pot was active but crushed
Gear Description:  Line was black polypropylene",Left pectoral flipper,jlinvill,2009-12-17 10:55:32.723,nadimey,2010-01-04 16:37:44.777
1118,2009-12-15 00:00:00.000,1,Mono,"","Left pectoral flipper, mid pec.",crush,2009-12-18 09:46:50.090,D,2009-12-18 09:46:50.090
1119,2009-12-15 00:00:00.000,1,Mono,"Embedded 3 to 4 cm, multiple loops of monofilament deeply embedded with a nest of monofilament clumped behind the flipper.","Right pectoral flipper, mid pec",crush,2009-12-18 10:27:43.573,D,2009-12-18 10:27:43.573
1120,2009-11-13 00:00:00.000,1,Rope,dock line,pectoral,ktherriaul,2009-12-30 12:38:57.530,D,2009-12-30 12:38:57.530
1125,2009-12-30 00:00:00.000,1,Mono,"possibly one strand of line wrapped several times around right flipper, embedded and tissue healed over",right flipper,chudak,2010-01-08 12:29:20.923,D,2010-01-08 12:29:20.923
1127,2009-12-15 00:00:00.000,1,Net,FIM seine net,whole body,dszemer,2010-01-13 13:35:41.537,dszemer,2010-01-13 14:10:28.667
1134,2009-11-09 00:00:00.000,1,FH,"",in snout,dszemer,2010-02-04 11:05:23.343,D,2010-02-04 11:05:23.343
1150,2010-02-15 00:00:00.000,1,Rope,Black rope and monofilament,Left flipper,jcassady,2010-02-24 17:52:18.577,D,2010-02-24 17:52:18.577
1179,2010-05-05 00:00:00.000,1,Mono,Bobber with ~50 feet of monofilament line attached.,Believed to be on one of the flippers,rberger,2010-05-05 13:07:28.290,D,2010-05-05 13:07:28.290
1184,2010-06-04 00:00:00.000,1,Fl,Two lines twisted together forming a loose wrap around the manatee behind the head with the float at the shoulder region.  Loose trailing line disapperared behind the manatee.,"around body, behind head",dszemer,2010-06-08 09:26:43.600,D,2010-06-08 09:26:43.600
1186,2010-06-16 00:00:00.000,1,CrFl,white crab trap float trailing behind animal.  Attached to the buoy was an ~6 feet of frayed nylon rope trailing from the animal.,around peduncle,dszemer,2010-06-21 12:00:04.200,nadimey,2012-02-01 13:43:09.423
1186,2010-06-16 00:00:00.000,1,Rope,Buoy & nylon rope training from animal,around peduncle,nadimey,2011-02-01 14:35:10.707,nadimey,2012-02-01 13:43:31.777
1189,2010-06-18 00:00:00.000,1,Rope,"Black Polypropylene rope with float, Float #V6620
Float was gold on top with a yellow band in middle and white on bottom.",Around left pectoral flipper,bwagoner,2010-06-28 04:37:31.893,D,2010-06-28 04:37:31.893
1195,2010-06-07 00:00:00.000,1,CrFl,"double float- one was a typical round white pot float, other was a green cylinder on top  VH18477, tied with nylon line.  Gear was fouled with monofilament and hooks. Line was twisted.",right flipper,aspellman,2010-06-30 09:15:45.263,D,2010-06-30 09:15:45.263
1203,2010-07-10 00:00:00.000,1,Mono,"A nest of 15-20 lb clear, monofilament test line with a lead weight and incidental debris (carpet fibers) and a hook.",right flipper,crush,2010-08-02 14:22:05.787,D,2010-08-02 14:22:05.787
1204,2010-07-29 00:00:00.000,1,CrFl,White and red float (#V1986) with trap.,mid body,bbassett,2010-08-03 10:03:12.870,D,2010-08-03 10:03:12.870
1205,2010-07-22 00:00:00.000,1,CrFl,"Green float (no number), nylon rope, crab trap ",Left flipper,bbassett,2010-08-03 10:09:57.323,D,2010-08-03 10:09:57.323
1207,2010-05-30 00:00:00.000,1,Mono,"",both flippers,dszemer,2011-02-14 09:21:47.070,D,2011-02-14 09:21:47.070
1207,2010-08-09 00:00:00.000,1,Mono,about 8-10 inches of braided monofilament line  ,left flipper,vedmonds,2010-08-23 09:59:49.347,D,2010-08-23 09:59:49.347
1208,2010-08-20 00:00:00.000,1,CrFl,"white and red float: V3750.  The trap was not attached, only a piece of the frame.",twice around body one in front of the flippers and one behind. ,dszemer,2010-08-27 12:23:26.657,dszemer,2010-08-27 12:28:34.177
1224,2010-11-03 00:00:00.000,1,CrFl,"Float #: V9140, White and Blue, Nylon rope",two wraps around left flipper,dszemer,2010-11-09 11:28:10.643,D,2010-11-09 11:28:10.643
1240,2011-01-06 00:00:00.000,1,FH,in fluke with mono attached,fluke,nadimey,2012-01-30 14:51:52.863,D,2012-01-30 14:51:52.863
1240,2011-01-06 00:00:00.000,1,Mono,"in lure
",fluke,nadimey,2012-01-30 14:52:36.303,D,2012-01-30 14:52:36.303
1243,2010-05-03 00:00:00.000,1,Fl,"",Around the tail.,jkleen,2011-01-13 13:33:57.000,D,2011-01-13 13:33:57.000
1275,2011-02-02 00:00:00.000,1,Mono,piece of line embedded in right pectoral flipper. Additional line cut before arrival at facility. Noted that it might have been a year old entanglement ,right pectoral flipper,vedmonds,2011-03-07 09:36:10.017,D,2011-03-07 09:36:10.017
1283,2011-03-15 00:00:00.000,1,CrFl,"2 buoys plus the trap-white and orange buoy.  FWC has remanants of trap.",Right pectoral flipper,vedmonds,2011-03-17 17:24:53.893,D,2011-03-17 17:24:53.893
1285,2011-02-27 00:00:00.000,1,Mono,Monofilament fishing line,Right flipper,jcassady,2011-03-30 16:13:06.117,D,2011-03-30 16:13:06.117
1285,2011-04-13 00:00:00.000,1,Mono,"",right flipper,dszemer,2012-01-30 10:20:14.767,D,2012-01-30 10:20:14.767
1287,2011-04-02 00:00:00.000,1,CrFl,"purple buoy, no ID",Right flipper,dboyd,2011-04-06 14:56:31.940,D,2011-04-06 14:56:31.940
1292,2011-01-12 00:00:00.000,1,Fl,"Float line was not in association with a crab trap, but was along a sea wall at a private residence.  ",Around flipper and neck,jkleen,2011-04-28 13:18:38.943,nadimey,2012-01-30 14:57:52.683
