"MLog","RescueDate","RescuePerDay","RelDate"
306,1993-09-26 00:00:00.000,1,1994-06-08 00:00:00.000
309,1993-11-27 00:00:00.000,1,1997-09-25 00:00:00.000
309,1998-02-22 00:00:00.000,1,1999-03-04 00:00:00.000
309,1999-07-18 00:00:00.000,1,2000-03-01 00:00:00.000
312,1994-03-06 00:00:00.000,1,1994-09-01 00:00:00.000
312,2001-04-10 00:00:00.000,1,2001-06-22 00:00:00.000
315,1994-05-23 00:00:00.000,1,2002-02-05 00:00:00.000
319,1994-07-13 00:00:00.000,1,1995-04-13 00:00:00.000
321,1994-08-28 00:00:00.000,1,1998-04-22 00:00:00.000
321,1998-06-05 00:00:00.000,1,2002-02-13 00:00:00.000
321,2003-01-09 00:00:00.000,1,2005-08-09 00:00:00.000
324,1994-09-20 00:00:00.000,1,1994-09-30 00:00:00.000
325,1994-09-20 00:00:00.000,1,1994-09-30 00:00:00.000
326,1994-10-01 00:00:00.000,1,1994-10-07 00:00:00.000
328,1994-10-11 00:00:00.000,1,1995-04-18 00:00:00.000
330,1995-01-09 00:00:00.000,1,1998-05-19 00:00:00.000
333,1995-02-02 00:00:00.000,1,1999-03-04 00:00:00.000
333,1999-03-29 00:00:00.000,1,2000-02-22 00:00:00.000
335,1995-02-22 00:00:00.000,1,1995-09-28 00:00:00.000
337,1995-03-10 00:00:00.000,1,1997-09-03 00:00:00.000
340,1995-03-29 00:00:00.000,1,1995-06-01 00:00:00.000
343,1995-04-19 00:00:00.000,1,1995-09-19 00:00:00.000
344,1995-04-19 00:00:00.000,1,1997-04-29 00:00:00.000
347,1995-04-25 00:00:00.000,1,1995-06-28 00:00:00.000
349,1995-05-05 00:00:00.000,1,2000-03-15 00:00:00.000
350,1995-05-11 00:00:00.000,1,2004-03-03 00:00:00.000
350,2004-11-23 00:00:00.000,1,2005-06-14 00:00:00.000
360,1995-07-02 00:00:00.000,1,1995-08-08 00:00:00.000
361,1995-07-04 00:00:00.000,1,1995-08-22 00:00:00.000
362,1995-07-21 00:00:00.000,1,1995-08-15 00:00:00.000
372,1995-12-27 00:00:00.000,1,2011-02-09 00:00:00.000
376,1996-01-17 00:00:00.000,1,1996-10-10 00:00:00.000
378,1996-01-19 00:00:00.000,1,1996-10-10 00:00:00.000
379,1996-01-29 00:00:00.000,1,1999-03-18 00:00:00.000
380,1996-02-08 00:00:00.000,1,1996-02-13 00:00:00.000
381,1996-02-29 00:00:00.000,1,1997-05-27 00:00:00.000
382,1996-03-11 00:00:00.000,1,1996-03-22 00:00:00.000
384,1996-04-04 00:00:00.000,1,1996-06-17 00:00:00.000
385,1996-04-19 00:00:00.000,1,1996-06-17 00:00:00.000
386,1996-04-22 00:00:00.000,1,1996-07-30 00:00:00.000
387,1996-04-28 00:00:00.000,1,1996-06-04 00:00:00.000
389,1996-05-02 00:00:00.000,1,1996-06-04 00:00:00.000
390,1996-05-05 00:00:00.000,1,2001-05-22 00:00:00.000
398,1996-08-16 00:00:00.000,1,2002-08-02 00:00:00.000
405,1996-10-20 00:00:00.000,1,1997-06-17 00:00:00.000
406,1996-12-21 00:00:00.000,1,1997-10-14 00:00:00.000
407,1996-12-30 00:00:00.000,1,1999-03-18 00:00:00.000
408,1995-12-07 00:00:00.000,1,1996-04-23 00:00:00.000
414,1997-12-25 00:00:00.000,1,2000-01-28 00:00:00.000
416,1997-01-02 00:00:00.000,1,1997-04-29 00:00:00.000
417,1997-01-23 00:00:00.000,1,1997-09-25 00:00:00.000
424,1997-10-29 00:00:00.000,1,1998-04-20 00:00:00.000
426,1997-11-10 00:00:00.000,1,2000-02-16 00:00:00.000
430,1999-04-06 00:00:00.000,1,1999-10-13 00:00:00.000
430,2000-05-30 00:00:00.000,1,2001-04-05 00:00:00.000
430,2003-03-24 00:00:00.000,1,2003-09-09 00:00:00.000
433,1998-02-11 00:00:00.000,1,1998-04-20 00:00:00.000
436,1998-02-11 00:00:00.000,1,1998-04-20 00:00:00.000
438,1998-03-23 00:00:00.000,1,1998-08-19 00:00:00.000
440,1998-03-08 00:00:00.000,1,1998-08-19 00:00:00.000
442,1998-07-15 00:00:00.000,1,2002-02-15 00:00:00.000
443,1998-08-08 00:00:00.000,1,1999-08-31 00:00:00.000
443,2004-04-26 00:00:00.000,1,2004-04-29 00:00:00.000
444,1999-01-02 00:00:00.000,1,2000-12-05 00:00:00.000
445,1991-06-22 00:00:00.000,1,1991-09-05 00:00:00.000
446,1999-02-15 00:00:00.000,1,1999-07-15 00:00:00.000
446,2008-12-18 00:00:00.000,1,2010-04-27 00:00:00.000
447,1999-02-15 00:00:00.000,1,1999-07-15 00:00:00.000
448,1999-08-12 00:00:00.000,1,2000-02-16 00:00:00.000
449,1999-08-12 00:00:00.000,1,2001-04-03 00:00:00.000
451,1993-01-09 00:00:00.000,1,1993-04-07 00:00:00.000
453,1999-05-24 00:00:00.000,1,2002-02-05 00:00:00.000
453,2002-05-13 00:00:00.000,1,2003-04-01 00:00:00.000
462,1969-01-01 00:00:00.000,1,1971-03-01 00:00:00.000
468,1976-04-16 00:00:00.000,1,1976-07-09 00:00:00.000
473,1977-02-16 00:00:00.000,1,2007-02-20 00:00:00.000
483,1980-07-06 00:00:00.000,1,1981-06-16 00:00:00.000
488,1982-03-31 00:00:00.000,1,1982-07-16 00:00:00.000
494,1986-01-27 00:00:00.000,1,1986-04-02 00:00:00.000
498,2000-02-15 00:00:00.000,1,2000-08-04 00:00:00.000
499,2000-02-16 00:00:00.000,1,2002-02-05 00:00:00.000
500,2000-03-18 00:00:00.000,1,2000-08-04 00:00:00.000
501,2000-03-18 00:00:00.000,1,2000-08-04 00:00:00.000
503,2000-05-04 00:00:00.000,1,2000-12-04 00:00:00.000
504,2000-08-24 00:00:00.000,1,2001-04-03 00:00:00.000
505,2000-11-18 00:00:00.000,1,2001-06-21 00:00:00.000
534,2001-01-11 00:00:00.000,1,2001-05-15 00:00:00.000
539,2004-01-09 00:00:00.000,1,2004-08-21 00:00:00.000
569,2005-09-09 00:00:00.000,1,2011-09-01 00:00:00.000
575,2001-01-17 00:00:00.000,1,2001-09-13 00:00:00.000
575,2002-02-26 00:00:00.000,1,2003-06-30 00:00:00.000
576,2001-01-17 00:00:00.000,1,2001-09-13 00:00:00.000
578,2001-02-01 00:00:00.000,1,2001-06-21 00:00:00.000
582,2001-09-20 00:00:00.000,1,2002-07-31 00:00:00.000
584,2002-03-29 00:00:00.000,1,2002-04-12 00:00:00.000
591,2003-02-19 00:00:00.000,1,2005-03-29 00:00:00.000
592,2003-02-19 00:00:00.000,1,2005-03-29 00:00:00.000
593,2003-04-04 00:00:00.000,1,2003-05-28 00:00:00.000
594,2003-04-14 00:00:00.000,1,2011-03-21 00:00:00.000
596,2003-07-13 00:00:00.000,1,2004-02-26 00:00:00.000
598,2003-08-12 00:00:00.000,1,2003-10-28 00:00:00.000
604,2004-04-28 00:00:00.000,1,2005-05-11 00:00:00.000
613,2005-04-18 00:00:00.000,1,2005-05-10 00:00:00.000
614,2005-07-02 00:00:00.000,1,2006-10-12 00:00:00.000
615,2010-01-22 00:00:00.000,1,2010-03-02 00:00:00.000
617,2005-08-12 00:00:00.000,1,2008-02-11 00:00:00.000
628,2001-01-03 00:00:00.000,1,2001-02-22 00:00:00.000
629,2001-01-04 00:00:00.000,1,2001-02-22 00:00:00.000
631,2001-07-01 00:00:00.000,1,2009-02-24 00:00:00.000
633,2002-01-11 00:00:00.000,1,2003-02-18 00:00:00.000
634,2002-01-11 00:00:00.000,1,2003-02-18 00:00:00.000
642,2003-11-11 00:00:00.000,1,2004-04-23 00:00:00.000
643,2003-11-11 00:00:00.000,1,2004-04-23 00:00:00.000
646,2003-12-18 00:00:00.000,1,2005-02-24 00:00:00.000
647,2003-12-18 00:00:00.000,1,2005-02-24 00:00:00.000
654,2000-12-22 00:00:00.000,1,2001-05-15 00:00:00.000
655,2001-01-05 00:00:00.000,1,2001-05-15 00:00:00.000
659,2002-01-31 00:00:00.000,1,2003-02-13 00:00:00.000
659,2003-12-10 00:00:00.000,1,2004-05-19 00:00:00.000
664,2002-07-31 00:00:00.000,1,2003-04-21 00:00:00.000
666,2002-12-09 00:00:00.000,1,2004-02-26 00:00:00.000
667,2002-12-12 00:00:00.000,1,2004-02-26 00:00:00.000
668,2002-12-31 00:00:00.000,1,2004-02-26 00:00:00.000
671,2003-03-07 00:00:00.000,1,2003-10-30 00:00:00.000
678,2005-02-02 00:00:00.000,1,2005-05-17 00:00:00.000
682,2005-09-12 00:00:00.000,1,2007-02-16 00:00:00.000
691,2001-01-29 00:00:00.000,1,2001-06-13 00:00:00.000
697,2001-03-30 00:00:00.000,1,2001-06-22 00:00:00.000
699,2001-08-24 00:00:00.000,1,2001-09-26 00:00:00.000
700,2001-09-03 00:00:00.000,1,2004-03-03 00:00:00.000
720,2004-08-24 00:00:00.000,1,2007-03-15 00:00:00.000
726,2005-03-05 00:00:00.000,1,2007-03-15 00:00:00.000
733,2006-02-22 00:00:00.000,1,2007-07-17 00:00:00.000
739,2006-11-11 00:00:00.000,1,2010-03-25 00:00:00.000
745,2001-02-14 00:00:00.000,1,2001-08-15 00:00:00.000
755,2001-10-08 00:00:00.000,1,2002-06-10 00:00:00.000
757,2001-11-14 00:00:00.000,1,2002-10-17 00:00:00.000
758,2001-12-21 00:00:00.000,1,2002-06-20 00:00:00.000
759,2002-01-17 00:00:00.000,1,2002-06-20 00:00:00.000
761,2002-03-17 00:00:00.000,1,2002-06-20 00:00:00.000
764,2002-10-25 00:00:00.000,1,2003-05-23 00:00:00.000
767,2003-02-23 00:00:00.000,1,2003-06-19 00:00:00.000
770,2003-03-26 00:00:00.000,1,2003-06-19 00:00:00.000
771,2003-04-02 00:00:00.000,1,2003-06-26 00:00:00.000
772,2003-04-15 00:00:00.000,1,2003-06-26 00:00:00.000
773,2003-04-16 00:00:00.000,1,2003-06-19 00:00:00.000
774,2003-04-16 00:00:00.000,1,2003-06-26 00:00:00.000
780,2003-05-15 00:00:00.000,1,2003-09-19 00:00:00.000
783,2003-06-11 00:00:00.000,1,2003-07-16 00:00:00.000
786,2003-09-11 00:00:00.000,1,2004-03-03 00:00:00.000
791,2004-02-05 00:00:00.000,1,2004-07-08 00:00:00.000
794,2004-05-02 00:00:00.000,1,2007-02-16 00:00:00.000
798,2004-07-13 00:00:00.000,1,2005-07-18 00:00:00.000
810,2005-01-06 00:00:00.000,1,2005-07-26 00:00:00.000
812,2005-01-25 00:00:00.000,1,2005-07-18 00:00:00.000
820,2005-12-22 00:00:00.000,1,2008-02-27 00:00:00.000
829,2003-05-15 00:00:00.000,1,2003-06-19 00:00:00.000
830,2001-01-03 00:00:00.000,1,2001-03-01 00:00:00.000
831,2003-07-10 00:00:00.000,1,2006-04-25 00:00:00.000
832,2003-04-24 00:00:00.000,1,2006-02-23 00:00:00.000
833,2004-05-07 00:00:00.000,1,2006-04-18 00:00:00.000
834,2004-11-30 00:00:00.000,1,2006-02-22 00:00:00.000
835,2003-12-07 00:00:00.000,1,2006-02-22 00:00:00.000
836,2005-01-13 00:00:00.000,1,2006-02-22 00:00:00.000
837,2004-11-08 00:00:00.000,1,2006-02-15 00:00:00.000
838,2004-12-29 00:00:00.000,1,2006-02-15 00:00:00.000
839,2004-09-01 00:00:00.000,1,2006-02-15 00:00:00.000
839,2007-03-22 00:00:00.000,1,2007-05-29 00:00:00.000
840,2005-10-30 00:00:00.000,1,2006-11-08 00:00:00.000
842,2005-03-24 00:00:00.000,1,2006-02-22 00:00:00.000
843,2005-09-28 00:00:00.000,1,2006-04-19 00:00:00.000
845,2006-01-02 00:00:00.000,1,2006-05-05 00:00:00.000
846,2006-01-21 00:00:00.000,1,2006-05-05 00:00:00.000
847,2006-02-09 00:00:00.000,1,2007-02-16 00:00:00.000
848,2005-07-27 00:00:00.000,1,2006-06-06 00:00:00.000
849,2005-07-27 00:00:00.000,1,2006-06-06 00:00:00.000
850,2005-07-30 00:00:00.000,1,2006-06-22 00:00:00.000
852,2006-04-21 00:00:00.000,1,2006-09-29 00:00:00.000
860,2005-10-04 00:00:00.000,1,2006-10-06 00:00:00.000
863,2006-03-08 00:00:00.000,1,2008-02-11 00:00:00.000
864,2005-06-07 00:00:00.000,1,2006-06-15 00:00:00.000
865,2005-09-24 00:00:00.000,1,2006-04-25 00:00:00.000
867,2006-03-09 00:00:00.000,1,2007-09-18 00:00:00.000
868,2006-03-30 00:00:00.000,1,2006-11-20 00:00:00.000
869,2006-07-01 00:00:00.000,1,2009-03-04 00:00:00.000
869,2009-04-10 00:00:00.000,1,2010-02-17 00:00:00.000
869,2010-03-13 00:00:00.000,1,2011-02-16 00:00:00.000
875,2006-06-30 00:00:00.000,1,2007-06-08 00:00:00.000
876,2006-07-29 00:00:00.000,1,2006-11-16 00:00:00.000
877,2006-07-30 00:00:00.000,1,2006-11-16 00:00:00.000
878,2006-07-21 00:00:00.000,1,2006-11-09 00:00:00.000
880,2006-08-14 00:00:00.000,1,2006-11-01 00:00:00.000
882,2006-10-26 00:00:00.000,1,2006-11-20 00:00:00.000
884,2006-09-04 00:00:00.000,1,2007-05-31 00:00:00.000
885,2001-01-24 00:00:00.000,1,2001-03-15 00:00:00.000
886,2001-03-14 00:00:00.000,1,2009-02-26 00:00:00.000
894,2007-04-25 00:00:00.000,1,2007-09-18 00:00:00.000
898,2007-07-04 00:00:00.000,1,2007-11-14 00:00:00.000
901,2007-01-13 00:00:00.000,1,2007-06-07 00:00:00.000
909,2007-02-27 00:00:00.000,1,2009-03-18 00:00:00.000
910,2008-01-26 00:00:00.000,1,2009-01-27 00:00:00.000
910,2009-02-21 00:00:00.000,1,2010-02-08 00:00:00.000
914,2007-07-18 00:00:00.000,1,2008-05-08 00:00:00.000
915,2007-01-03 00:00:00.000,1,2007-09-13 00:00:00.000
915,2012-02-06 00:00:00.000,1,2012-05-16 00:00:00.000
924,2007-08-17 00:00:00.000,1,2010-02-16 00:00:00.000
925,2007-06-12 00:00:00.000,1,2007-09-07 00:00:00.000
927,2007-09-16 00:00:00.000,1,2012-02-13 00:00:00.000
929,2007-10-18 00:00:00.000,1,2010-02-16 00:00:00.000
929,2010-04-07 00:00:00.000,1,2010-06-09 00:00:00.000
943,2007-08-16 00:00:00.000,1,2011-02-15 00:00:00.000
953,2008-01-03 00:00:00.000,1,2009-01-29 00:00:00.000
955,2008-01-18 00:00:00.000,1,2009-01-29 00:00:00.000
956,2008-01-18 00:00:00.000,1,2009-01-27 00:00:00.000
963,2007-10-26 00:00:00.000,1,2008-07-18 00:00:00.000
964,2007-05-24 00:00:00.000,1,2008-05-14 00:00:00.000
965,2007-05-01 00:00:00.000,1,2007-10-18 00:00:00.000
967,2007-03-26 00:00:00.000,1,2008-06-05 00:00:00.000
968,2007-03-26 00:00:00.000,1,2009-02-27 00:00:00.000
968,2010-01-08 00:00:00.000,1,2010-02-16 00:00:00.000
