"MLog","TransDate","Reason","FromFac","ToFac","VetID","Weight","EstW","WDate","Length","EstL","LDate","Comments","CreateBy","CreateDate","UpdateBy","UpdateDate"
426,1999-06-06 00:00:00.000,Room,SWF,COL,mwalsh,0,U,,230,U,,To help create room in the Florida Rehab Centers as agreed in LOA,bwagoner,1999-06-01 00:00:00.000,D,2009-07-09 13:59:06.690
426,2000-02-12 00:00:00.000,Prep,COL,SWF,mwalsh,420,N,,264,N,,Prepatory to release,unk,2000-02-11 00:00:00.000,D,2009-07-09 13:59:06.690
427,1990-11-15 00:00:00.000,Med,HSSWP,SWF,mlowe,28,U,,125,U,,Medical emergency,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
434,2023-12-05 00:00:00.000,Mgmt,MSQ,LPZ,mnau,1381,N,2023-12-05 00:00:00.000,340,N,2023-12-12 00:00:00.000,,mlippincot,2023-12-18 07:19:05.017,D,2023-12-18 07:19:05.017
453,2001-03-06 00:00:00.000,Room,SWF,COL,Unk,247,N,2001-02-05 00:00:00.000,223,N,2001-02-05 00:00:00.000,Moved up to Columbus with Trident,unk,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
453,2001-12-13 00:00:00.000,Prep,COL,SWF,Unk,340,N,2001-10-15 00:00:00.000,262,N,2001-10-15 00:00:00.000,,dwarmolts,2002-04-22 00:00:00.000,D,2009-07-09 13:59:06.690
460,1998-03-08 00:00:00.000,Room,SWF,SWC,mwalsh,447,N,,282,N,,To create rehab space at Sea World Florida as agreed in LOA. Date of transfer from 1/25/98 to 3/15/98.,bwagoner,1998-01-08 00:00:00.000,D,2009-07-09 13:59:06.690
460,2009-12-15 00:00:00.000,Prep,SWC,SWF,sgearhart,769,N,2009-07-22 00:00:00.000,323,N,2009-07-22 00:00:00.000,"Animal being transferred back to SWF for release, will be released in winter of 2011 due to short time here for a 2010 release.",bwagoner,2009-12-09 14:14:14.667,D,2009-12-09 14:14:14.667
461,1998-03-08 00:00:00.000,Room,SWF,SWC,mwalsh,365,N,,257,N,,To create rehab space at Sea World of Florida as agreed in LOA. Date of transfer 1/25/98 to 3/15/98.,bwagoner,1998-01-08 00:00:00.000,D,2009-07-09 13:59:06.690
461,2005-08-28 00:00:00.000,Mgmt,SWC,CIN,Unk,545,N,2005-12-28 00:00:00.000,0,U,2005-08-28 00:00:00.000,,mnoell,2006-01-13 00:00:00.000,D,2009-07-09 13:59:06.690
461,2009-10-17 00:00:00.000,Mgmt,CIN,LPZ,mcampbell,659,N,2009-09-22 00:00:00.000,326,N,2009-09-22 00:00:00.000,"Transfer went very well. Both animals flown from Cincinnati, OH to St. Pete, FL. Picked up by Lowry Park Zoo staff.",mcampbell,2009-10-19 13:08:53.170,D,2009-10-19 13:08:53.170
463,1986-07-14 00:00:00.000,Unk,MSQ,HSSWP,mlowe,,N,,,N,,,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
463,1988-06-01 00:00:00.000,Unk,HSSWP,LVS,mlowe,,N,,,N,,,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
463,1994-04-07 00:00:00.000,Mgmt,LVS,HSSWP,rstevens,651,N,,296,N,,"SOM-1r, To separate from maturing male offspring",colitz,1994-04-01 00:00:00.000,D,2009-07-09 13:59:06.690
464,1986-07-14 00:00:00.000,Unk,MSQ,HSSWP,mlowe,,N,,,N,,,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
465,1986-07-14 00:00:00.000,Unk,MSQ,HSSWP,mlowe,,N,,,N,,,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
465,1989-04-10 00:00:00.000,Med,HSSWP,SWF,mlowe,,N,,,N,,Medical treatment,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
465,1989-06-28 00:00:00.000,Mgmt,SWF,HSSWP,mlowe,,N,,,N,,Return to HSSP,tlinley,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
469,1980-12-23 00:00:00.000,Mgmt,MSQ,HSSWP,mlowe,318,Y,1980-12-23 00:00:00.000,275,Y,1980-12-23 00:00:00.000,,tlinley,2009-07-09 13:59:06.690,nadimey,2009-08-19 13:37:15.947
469,1991-10-10 00:00:00.000,Med,HSSWP,LPZ,dmurphy,1136,N,,334,N,,Surgery,jhackshaw,1991-10-03 00:00:00.000,D,2009-07-09 13:59:06.690
469,1992-03-12 00:00:00.000,Med,LPZ,HSSWP,mlowe,1000,N,,334,N,,Was at LPZ only for surgery,tlinley,1992-03-02 00:00:00.000,D,2009-07-09 13:59:06.690
469,2003-12-23 00:00:00.000,Med,HSSWP,LPZ,Unk,1446,N,2003-12-23 00:00:00.000,376,N,2003-12-23 00:00:00.000,Rosie stopped eating and activity level decreased.  Transferred to LPZ for assessment and treatment,vedmonds,2003-12-31 00:00:00.000,D,2009-07-09 13:59:06.690
469,2004-03-13 00:00:00.000,Med,LPZ,HSSWP,Unk,1446,N,2003-12-23 00:00:00.000,376,N,2004-12-23 00:00:00.000,Completed treatment at LPZ,vedmonds,2004-04-17 00:00:00.000,D,2009-07-09 13:59:06.690
473,1991-10-21 00:00:00.000,Mgmt,SWF,LPZ,mwalsh,240,N,,235,N,,Separation to alleviate breeding.,jpearson,1991-10-16 00:00:00.000,D,2009-07-09 13:59:06.690
473,1993-04-14 00:00:00.000,Mgmt,LPZ,LVS,dmurphy,522,N,,290,N,,Per request of Lowry Park Zoo,lsalisbury,1993-04-13 00:00:00.000,D,2009-07-09 13:59:06.690
473,1999-05-17 00:00:00.000,Unk,LVS,SWF,mmargold,765,N,,305,N,,Staging prior to Columbus Zoo transfer.,colitz,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
473,1999-06-06 00:00:00.000,Room,SWF,COL,mwalsh,0,U,,307,N,,To help create room in the Florida Rehab centers as agreed in LOA,bwagoner,1999-06-01 00:00:00.000,D,2009-07-09 13:59:06.690
473,2005-08-15 00:00:00.000,Mgmt,COL,LPZ,Unk,943,N,2005-07-28 00:00:00.000,357,N,2005-07-28 00:00:00.000,,dwarmolts,2005-08-01 00:00:00.000,D,2009-07-09 13:59:06.690
483,1980-12-23 00:00:00.000,Unk,Marineland,HSSWP,Unk,,N,,,N,,,unk,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
485,1986-07-14 00:00:00.000,Unk,MSQ,HSSWP,dmurphy,,N,,,N,,HS8606,lsalisbury,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
485,1988-06-01 00:00:00.000,Unk,HSSWP,LVS,ristevens,124,N,,0,U,,,thopkins,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
485,1991-07-17 00:00:00.000,Med,LVS,LPZ,ristevens,563,N,,0,U,,"SOM-3, Female's (Lorelei's) pregnancy",thopkins,1991-07-11 00:00:00.000,D,2009-07-09 13:59:06.690
497,2001-04-07 00:00:00.000,Mgmt,SWF,SWC,Unk,311,N,2001-03-23 00:00:00.000,223,N,2001-03-23 00:00:00.000,Long term captive animal,unk,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
497,2010-03-27 00:00:00.000,Mgmt,SWC,SWF,sgearhart,460,N,2010-02-03 00:00:00.000,285,N,2009-07-22 00:00:00.000,,bwagoner,2010-03-10 16:39:42.060,D,2010-03-10 16:39:42.060
499,2001-03-06 00:00:00.000,Room,SWF,COL,Unk,272,N,2001-02-01 00:00:00.000,211,N,2001-02-01 00:00:00.000,Moved with Brooks,unk,2009-07-09 13:59:06.690,D,2009-07-09 13:59:06.690
499,2001-12-13 00:00:00.000,Prep,COL,SWF,Unk,347,N,2001-10-01 00:00:00.000,234,N,2001-10-01 00:00:00.000,"umbilcal girth 181 cm
peduncle girth 108 cm",dwarmolts,2001-12-06 00:00:00.000,D,2009-07-09 13:59:06.690
506,2003-04-02 00:00:00.000,Mgmt,SWF,LVS,Unk,388,N,2002-09-24 00:00:00.000,221,N,2002-09-24 00:00:00.000,,bwagoner,2003-03-25 00:00:00.000,D,2009-07-09 13:59:06.690
506,2024-09-11 00:00:00.000,Buddy,LVS,MOTE,bnolan,971,N,2024-09-11 00:00:00.000,280,N,2024-08-23 00:00:00.000,Transferred to Mote Marine per USFWS request,lmcduffie,2024-09-13 16:46:32.557,D,2024-09-13 16:46:32.557
582,2002-01-28 00:00:00.000,Mgmt,SWF,LVS,Unk,215,N,2002-01-28 00:00:00.000,295,N,2002-01-28 00:00:00.000,"Animal put in LVS because they needed animals forn their display, due to recent releases.",bwagoner,2002-01-24 00:00:00.000,D,2009-07-09 13:59:06.690
591,2005-01-05 00:00:00.000,Prep,SWF,MSQ,Unk,354,N,2004-07-15 00:00:00.000,246,N,2004-04-09 00:00:00.000,Expose animal to salt water and sea grasses,rrunnells,2004-12-21 00:00:00.000,D,2009-07-09 13:59:06.690
592,2005-01-05 00:00:00.000,Prep,SWF,MSQ,Unk,347,N,2004-07-15 00:00:00.000,232,N,2004-04-09 00:00:00.000,Expose animal to salt water & seagrass,rrunnells,2004-12-21 00:00:00.000,D,2009-07-09 13:59:06.690
617,2007-06-05 00:00:00.000,Mgmt,SWF,MSQ,unk,338,N,2007-04-12 00:00:00.000,244,N,2007-04-12 00:00:00.000,Animals will return to SWF once back area is done.,bwagoner,2007-06-04 00:00:00.000,nadimey,2009-08-19 13:34:53.100
617,2007-07-18 00:00:00.000,Mgmt,MSQ,SWF,unk,0,U,2007-07-18 00:00:00.000,0,U,2007-07-18 00:00:00.000,Annie temporarily came to MSQ on 6/5/07 with Rocket while Sea World was working on their holding pools,jlinvill,2007-07-12 00:00:00.000,nadimey,2009-08-19 13:35:11.350
631,2003-04-02 00:00:00.000,Mgmt,SWF,LVS,Unk,193,N,2002-12-29 00:00:00.000,227,N,2002-12-29 00:00:00.000,,bwagoner,2003-03-25 00:00:00.000,D,2009-07-09 13:59:06.690
633,2002-07-29 00:00:00.000,Room,SWF,LVS,Unk,454,N,2002-07-18 00:00:00.000,232,N,2002-01-11 00:00:00.000,,bwagoner,2002-07-24 00:00:00.000,D,2009-07-09 13:59:06.690
634,2002-07-29 00:00:00.000,Room,SWF,LVS,Unk,375,N,2002-07-18 00:00:00.000,228,N,2002-01-11 00:00:00.000,,bwagoner,2002-07-24 00:00:00.000,D,2009-07-09 13:59:06.690
646,2004-05-01 00:00:00.000,Room,SWF,COL,Unk,304,N,2004-04-09 00:00:00.000,242,N,2004-04-09 00:00:00.000,,rrunnells,2004-04-27 00:00:00.000,D,2009-07-09 13:59:06.690
646,2004-12-16 00:00:00.000,Prep,COL,SWF,Unk,438,N,2004-12-04 00:00:00.000,274,N,2004-10-15 00:00:00.000,,dwarmolts,2004-12-30 00:00:00.000,D,2009-07-09 13:59:06.690
659,2002-06-10 00:00:00.000,Buddy,LPZ,SFM,Unk,215,N,2002-06-10 00:00:00.000,208,N,2002-06-05 00:00:00.000,mmature animal lacking a site specific over-winter site; propose late winter release.,dmurphy,2002-06-12 00:00:00.000,D,2009-07-09 13:59:06.690
666,2003-04-09 00:00:00.000,Room,LPZ,SFM,Unk,170,N,2003-04-09 00:00:00.000,195,N,2003-04-09 00:00:00.000,,vedmonds,2003-09-25 00:00:00.000,D,2009-07-09 13:59:06.690
666,2003-07-17 00:00:00.000,Buddy,SFM,LPZ,Unk,,N,,,N,,,vedmonds,2003-09-25 00:00:00.000,D,2009-07-09 13:59:06.690
667,2003-05-21 00:00:00.000,Room,LPZ,SFM,Unk,204,N,2003-05-21 00:00:00.000,218,N,2003-05-21 00:00:00.000,,vedmonds,2003-09-25 00:00:00.000,D,2009-07-09 13:59:06.690
714,2004-11-10 00:00:00.000,Buddy,MSQ,SFM,Unk,172,N,2004-11-10 00:00:00.000,0,U,2004-11-10 00:00:00.000,,sgaudio,2005-02-02 00:00:00.000,D,2009-07-09 13:59:06.690
820,2007-04-26 00:00:00.000,Room,LPZ,SFM,unk,252,U,2007-04-26 00:00:00.000,219,U,2007-04-26 00:00:00.000,,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 13:59:06.690
820,2007-12-19 00:00:00.000,Prep,SFM,LPZ,unk,0,U,2007-12-19 00:00:00.000,0,U,2007-12-19 00:00:00.000,,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 13:59:06.690
832,2004-05-01 00:00:00.000,Room,SWF,COL,Unk,143,N,2004-04-09 00:00:00.000,181,N,2004-04-09 00:00:00.000,,rrunnells,2004-04-27 00:00:00.000,D,2009-07-09 13:59:06.690
832,2005-08-15 00:00:00.000,Prep,COL,SWF,Unk,420,N,2005-07-28 00:00:00.000,250,N,2005-07-28 00:00:00.000,,dwarmolts,2005-08-01 00:00:00.000,D,2009-07-09 13:59:06.690
833,2004-09-13 00:00:00.000,Buddy,SWF,CIN,Unk,206,N,2004-07-17 00:00:00.000,226,N,2004-05-07 00:00:00.000,"Animal orginally brought in due to entanglement injury, left pectoral flipper was removed in surgery.",bwagoner,2004-08-29 00:00:00.000,D,2009-07-09 13:59:06.690
833,2005-08-27 00:00:00.000,Prep,CIN,SWF,Unk,293,N,2005-08-27 00:00:00.000,226,N,2004-05-07 00:00:00.000,,mnoell,2006-01-13 00:00:00.000,D,2009-07-09 13:59:06.690
847,2006-04-14 00:00:00.000,Room,LPZ,SFM,Unk,159,N,2006-04-06 00:00:00.000,200,N,2006-04-06 00:00:00.000,,vedmonds,2006-07-29 00:00:00.000,D,2009-07-09 13:59:06.690
863,2007-06-05 00:00:00.000,Mgmt,SWF,MSQ,unk,270,N,2007-04-12 00:00:00.000,225,N,2007-04-12 00:00:00.000,"Animal will return to SWF once back area is 
done.",bwagoner,2007-06-04 00:00:00.000,nadimey,2009-08-19 13:38:10.197
863,2007-07-18 00:00:00.000,Mgmt,MSQ,SWF,unk,0,U,2007-07-18 00:00:00.000,0,U,2007-07-18 00:00:00.000,Rocket temporarily came to MSQ on 6/5/07 with Annie while Sea World was working on their holding pools,jlinvill,2007-07-12 00:00:00.000,nadimey,2009-08-19 13:38:23.027
867,2007-02-27 00:00:00.000,Buddy,SWF,MSQ,unk,213,N,2006-08-17 00:00:00.000,206,N,2006-08-17 00:00:00.000,"Miami Seaquarium will pick up the animal
and transport him back to their facility.",bwagoner,2007-02-21 00:00:00.000,D,2009-07-09 13:59:06.690
879,2010-01-15 00:00:00.000,Room,LPZ,SFM,dmurphy,236,N,2010-01-15 00:00:00.000,220,Y,2010-01-15 00:00:00.000,,vedmonds,2010-01-16 20:26:10.343,D,2010-01-16 20:26:10.343
879,2010-05-24 00:00:00.000,Mgmt,SFM,LVS,dmurphy,274,N,2010-05-17 00:00:00.000,237,N,2010-05-17 00:00:00.000,,mmargold,2010-05-24 13:11:29.163,D,2010-05-24 13:11:29.163
883,2010-03-12 00:00:00.000,Room,LPZ,HSSWP,dmurphy,506,N,2010-02-11 00:00:00.000,303,N,2010-02-11 00:00:00.000,,vedmonds,2010-03-12 18:16:46.450,D,2010-03-12 18:16:46.450
924,2010-01-17 00:00:00.000,Room,LPZ,HSSWP,mlowe,309,N,2009-08-19 00:00:00.000,230,N,2009-08-19 00:00:00.000,Dr. Ray Ball and/or Dr.Michael Walsh veterinarians at Ellie Schiller Homosassa Springs Wildlife State Park. Weights/Lengths taken at Lowry Park Zoo.,slowe,2010-02-13 15:47:29.290,D,2010-02-13 15:47:29.290
927,2010-03-31 00:00:00.000,Room,LPZ,CIN,mcampbell,250,N,2010-03-25 00:00:00.000,236,N,2010-03-25 00:00:00.000,,mnoell,2010-04-01 09:57:32.030,D,2010-04-01 09:57:32.030
927,2010-11-02 00:00:00.000,Prep,CIN,HSSWP,mcampbell,247,N,2010-11-02 00:00:00.000,239,N,2010-11-02 00:00:00.000,"Transported with ""Turner"" from Cincinnati Zoo; """"CC Baby"" driven from Orlando International Airport with ""Fraulein"" from the Columbus Zoo. Both animals released into the exhibit around 19:00.",mcampbell,2010-11-07 15:10:17.410,D,2010-11-07 15:10:17.410
929,2008-12-19 00:00:00.000,Room,LPZ,SFM,dmurphy,208,N,2009-12-19 00:00:00.000,198,N,2009-12-17 00:00:00.000,,vedmonds,2009-08-26 16:19:09.667,nadimey,2010-02-05 10:51:05.573
929,2009-11-23 00:00:00.000,Prep,SFM,LPZ,dmurphy,358,N,2009-11-23 00:00:00.000,244,Y,2009-11-23 00:00:00.000,,mmargold,2009-12-04 12:46:21.753,D,2009-12-04 12:46:21.753
929,2010-01-17 00:00:00.000,Room,LPZ,HSSWP,mlowe,311,N,2009-07-06 00:00:00.000,230,N,2009-07-06 00:00:00.000,"Dr. Ray Ball and/or Dr. Mike Walsh. 
Weights and Lengths taken at Lowry Park Zoo",slowe,2010-02-13 15:56:12.907,D,2010-02-13 15:56:12.907
963,2007-12-20 00:00:00.000,Room,LPZ,SFM,unk,218,U,2007-12-20 00:00:00.000,0,U,2007-12-20 00:00:00.000,,vedmonds,2007-01-13 00:00:00.000,D,2009-07-09 13:59:06.690
963,2008-06-26 00:00:00.000,Prep,SFM,LPZ,unk,281,N,2008-06-26 00:00:00.000,238,N,2008-06-27 00:00:00.000,,vedmonds,2008-11-05 00:00:00.000,dszemer,2014-10-22 06:37:13.663
967,2007-12-20 00:00:00.000,Room,LPZ,SFM,unk,286,U,2007-12-20 00:00:00.000,0,U,2007-12-20 00:00:00.000,transfer to Parker Aquarium with 102333 and 102428,vedmonds,2007-01-14 00:00:00.000,D,2009-07-09 13:59:06.690
967,2008-05-30 00:00:00.000,Prep,SFM,LPZ,dmurphy,390,N,2008-05-30 00:00:00.000,249,N,2008-05-30 00:00:00.000,,nadimey,2009-08-19 09:23:03.600,D,2009-08-19 09:23:03.600
968,2007-12-20 00:00:00.000,Room,LPZ,SFM,unk,263,U,2007-12-20 00:00:00.000,0,U,2007-12-20 00:00:00.000,,vedmonds,2008-01-14 00:00:00.000,D,2009-07-09 13:59:06.690
968,2008-12-19 00:00:00.000,Prep,SFM,LPZ,dmurphy,202,N,2009-12-19 00:00:00.000,250,N,2009-05-19 00:00:00.000,,vedmonds,2009-08-28 23:18:57.173,dszemer,2010-02-05 10:40:00.730
1002,2009-03-03 00:00:00.000,Buddy,SWF,LVS,unk,225,N,2009-03-03 00:00:00.000,0,U,2009-03-03 00:00:00.000,,jdavis,2009-03-04 00:00:00.000,dszemer,2009-12-07 09:23:52.277
1010,2008-07-18 00:00:00.000,Room,LPZ,SFM,unk,197,N,2008-05-01 00:00:00.000,0,U,2008-07-18 00:00:00.000,,vedmonds,2008-12-17 00:00:00.000,D,2009-07-09 13:59:06.690
1010,2009-01-28 00:00:00.000,Prep,SFM,LPZ,dmurphy,131,N,2009-01-28 00:00:00.000,232,Y,2009-01-28 00:00:00.000,,vedmonds,2009-08-29 00:09:55.253,D,2009-08-29 00:09:55.253
1011,2008-12-19 00:00:00.000,Room,LPZ,SFM,dmurphy,251,N,2008-12-19 00:00:00.000,227,N,2008-12-17 00:00:00.000,,vedmonds,2009-08-26 16:23:42.920,nadimey,2010-02-05 10:50:37.353
1011,2009-11-16 00:00:00.000,Prep,SFM,LPZ,dmurphy,372,N,2009-11-16 00:00:00.000,243,Y,2009-11-16 00:00:00.000,,mmargold,2009-11-16 15:10:44.957,nadimey,2010-06-21 15:42:27.463
1011,2010-01-17 00:00:00.000,Room,LPZ,HSSWP,mlowe,372,N,2009-07-06 00:00:00.000,243,N,2009-07-06 00:00:00.000,"Dr.Ray Ball and/or Dr. Mike Walsh for Ellie Schiller Homosassa Springs Wildlife State Park.

Weights taken at Lowry Park Zoo.",slowe,2010-02-13 16:11:46.230,D,2010-02-13 16:11:46.230
1012,2010-03-12 00:00:00.000,Room,LPZ,HSSWP,dmurphy,363,N,2010-02-11 00:00:00.000,263,N,2010-02-11 00:00:00.000,,vedmonds,2010-03-12 18:18:33.713,D,2010-03-12 18:18:33.713
1012,2010-11-11 00:00:00.000,Mgmt,HSSWP,SFM,mwalsh,382,N,2010-11-11 00:00:00.000,255,N,2010-04-27 00:00:00.000,,slowe,2010-11-12 09:36:03.550,D,2010-11-12 09:36:03.550
1012,2010-12-09 00:00:00.000,Mgmt,SFM,PRZ,dmurphy,363,N,2010-11-18 00:00:00.000,260,Y,2010-11-18 00:00:00.000,,mmargold,2010-12-10 15:16:32.060,D,2010-12-10 15:16:32.060
1012,2011-04-01 00:00:00.000,Mgmt,PRZ,CSN,ariveraguz,312,N,2011-04-01 00:00:00.000,280,N,2011-04-01 00:00:00.000,,jzegarra,2011-04-08 09:13:19.160,D,2011-04-08 09:13:19.160
1026,2010-01-17 00:00:00.000,Room,LPZ,HSSWP,mlowe,284,N,2009-08-09 00:00:00.000,229,N,2009-08-09 00:00:00.000,"Dr. Ray Ball and/or Dr. Mike Walsh facility vets Ellie Schiller Homosassa Springs Wildlife State Park.
Weights/Length taken at Lowry Park Zoo",slowe,2010-02-13 16:17:31.000,D,2010-02-13 16:17:31.000
1037,2010-03-03 00:00:00.000,Buddy,SWF,LVS,sgearhart,300,N,2010-02-23 00:00:00.000,248,N,2010-02-11 00:00:00.000,Living Seas will be picking up the animal.,bwagoner,2010-03-02 14:57:24.927,D,2010-03-02 14:57:24.927
1071,2010-01-15 00:00:00.000,Room,LPZ,SFM,dmurphy,252,N,2010-01-15 00:00:00.000,220,Y,2010-01-15 00:00:00.000,transferred with 102236 and 102738 to make room during severe cold snap,vedmonds,2010-01-16 20:33:58.300,D,2010-01-16 20:33:58.300
1071,2010-05-19 00:00:00.000,Mgmt,SFM,LPZ,gmyers,270,N,2010-05-19 00:00:00.000,237,N,2010-05-19 00:00:00.000,,mmargold,2010-05-24 13:03:09.510,D,2010-05-24 13:03:09.510
1094,2010-01-15 00:00:00.000,Room,LPZ,SFM,dmurphy,243,N,2010-01-15 00:00:00.000,220,Y,2010-01-15 00:00:00.000,,vedmonds,2010-01-16 20:19:15.773,D,2010-01-16 20:19:15.773
1098,1949-03-22 00:00:00.000,Unk,MSQ,SFM,rstevens,51,Y,1949-03-22 00:00:00.000,35,Y,1949-03-22 00:00:00.000,For DeSoto Celebration,nadimey,2009-09-03 11:20:30.920,nadimey,2009-09-03 11:31:53.270
1098,1949-03-28 00:00:00.000,Unk,SFM,MSQ,rstevens,51,Y,1949-03-22 00:00:00.000,35,Y,1949-03-22 00:00:00.000,,nadimey,2009-09-03 11:21:48.657,nadimey,2009-09-03 11:32:07.490
1098,1949-06-20 00:00:00.000,Mgmt,MSQ,SFM,rstevens,51,Y,1949-06-20 00:00:00.000,35,Y,1949-06-20 00:00:00.000,Facility in Miami closing down,nadimey,2009-09-03 11:23:47.377,nadimey,2009-09-03 11:32:18.647
1098,1985-05-20 00:00:00.000,Mgmt,SFM,LPZ,dmurphy,206,Y,1985-05-20 00:00:00.000,275,Y,1985-05-20 00:00:00.000,refurbish facility pool,nadimey,2009-09-03 11:27:15.080,nadimey,2009-09-03 11:41:40.373
1098,1985-05-28 00:00:00.000,Mgmt,LPZ,SFM,dmurphy,206,Y,1985-05-20 00:00:00.000,275,Y,1985-05-20 00:00:00.000,Pool finished,nadimey,2009-09-03 11:28:51.440,D,2009-09-03 11:28:51.440
1116,2010-03-11 00:00:00.000,Room,MSQ,HSSWP,mrodriguez,145,Y,2010-03-11 00:00:00.000,195,N,2010-03-11 00:00:00.000,,jlinvill,2010-03-13 09:32:31.550,D,2010-03-13 09:32:31.550
1121,2023-12-05 00:00:00.000,Mgmt,MSQ,SWF,sdirocco,695,N,2023-12-05 00:00:00.000,308,N,2023-12-05 00:00:00.000,,lbraso,2023-12-05 13:49:42.017,D,2023-12-05 13:49:42.017
